Dptr Hour,Length of Flight (Hrs),Day of Week,Passengers Boarded,Stock Out Occurred,Cheese Platters Sold
9,6,Monday,139,1,20
9,4,Sunday,163,1,20
8,1,Monday,165,1,20
10,3,Tuesday,165,1,20
8,2,Wednesday,165,1,20
11,4,Tuesday,163,1,20
11,4,Monday,145,1,20
11,3,Monday,165,1,20
11,3,Monday,148,1,20
17,2,Monday,165,1,20
13,6,Saturday,163,1,20
9,2,Wednesday,165,1,20
12,3,Friday,148,1,20
11,1,Thursday,165,1,20
11,5,Sunday,165,1,20
13,1,Monday,155,1,20
19,1,Sunday,159,1,20
10,5,Wednesday,152,1,20
19,6,Wednesday,165,1,20
11,1,Wednesday,165,1,20
13,4,Tuesday,165,1,20
9,2,Tuesday,158,1,20
11,6,Monday,165,1,20
12,3,Friday,153,1,20
11,3,Thursday,142,1,20
18,1,Wednesday,165,1,20
13,6,Friday,165,1,20
15,1,Tuesday,165,1,20
18,1,Wednesday,165,1,20
13,1,Monday,152,1,20
19,4,Wednesday,165,1,20
9,6,Friday,164,1,20
18,3,Thursday,165,1,20
14,2,Tuesday,161,1,20
9,2,Friday,165,1,20
12,2,Saturday,159,1,20
13,3,Saturday,165,1,20
13,5,Sunday,158,1,20
14,6,Wednesday,165,1,20
15,5,Sunday,165,1,20
12,5,Saturday,165,1,20
11,5,Friday,164,1,20
9,5,Tuesday,147,1,20
16,2,Friday,160,1,20
12,5,Friday,165,1,20
11,4,Wednesday,156,1,20
13,6,Wednesday,162,1,20
9,4,Thursday,145,1,20
9,2,Friday,159,1,20
16,1,Friday,165,1,20
14,2,Monday,165,1,20
13,3,Sunday,165,1,20
8,3,Wednesday,165,1,20
10,2,Saturday,165,1,20
9,4,Tuesday,160,1,20
14,4,Wednesday,165,1,20
15,3,Saturday,165,1,20
14,6,Monday,155,1,20
18,5,Tuesday,140,1,20
15,5,Thursday,165,1,20
13,6,Saturday,146,1,20
17,2,Tuesday,158,1,20
8,4,Wednesday,165,1,20
8,2,Monday,154,1,20
18,6,Sunday,143,1,20
8,6,Wednesday,154,1,20
15,6,Monday,165,1,20
9,5,Thursday,165,1,20
9,4,Tuesday,140,1,20
15,4,Monday,136,1,20
16,2,Wednesday,155,1,20
12,6,Wednesday,158,1,20
14,3,Thursday,165,1,20
8,6,Tuesday,165,1,20
11,1,Sunday,165,1,20
12,4,Tuesday,159,1,20
15,4,Thursday,165,1,20
9,4,Wednesday,165,1,20
10,4,Tuesday,149,1,20
19,6,Sunday,160,1,20
12,5,Wednesday,157,1,20
17,5,Friday,165,1,20
19,3,Sunday,165,1,20
19,3,Monday,160,1,20
12,6,Friday,150,1,20
8,5,Wednesday,139,1,20
11,1,Tuesday,165,1,20
8,4,Friday,151,1,20
15,4,Monday,143,1,20
8,1,Monday,165,1,20
10,4,Monday,165,1,20
13,3,Friday,165,1,20
19,1,Friday,158,1,20
8,5,Saturday,162,1,20
11,3,Sunday,163,1,20
8,5,Wednesday,165,1,20
16,3,Wednesday,139,1,20
10,3,Saturday,165,1,20
13,5,Thursday,152,1,20
16,5,Monday,146,1,20
15,4,Thursday,165,1,20
9,2,Wednesday,165,1,20
17,6,Sunday,165,1,20
9,1,Saturday,165,1,20
19,6,Friday,158,1,20
14,4,Wednesday,153,1,20
18,5,Thursday,144,1,20
15,6,Thursday,160,1,20
8,6,Tuesday,165,1,20
15,2,Monday,165,1,20
16,1,Tuesday,165,1,20
15,1,Sunday,165,1,20
11,5,Wednesday,142,1,20
15,6,Friday,165,1,20
14,3,Sunday,159,1,20
16,2,Sunday,165,1,20
10,5,Tuesday,164,1,20
15,3,Sunday,165,1,20
9,3,Sunday,156,1,20
17,6,Monday,157,1,20
14,2,Friday,159,1,20
17,4,Sunday,165,1,20
15,4,Friday,163,1,20
13,4,Wednesday,163,1,20
8,3,Monday,165,1,20
8,5,Thursday,165,1,20
16,2,Tuesday,155,1,20
10,6,Friday,162,1,20
18,6,Saturday,154,1,20
19,5,Tuesday,163,1,20
8,6,Wednesday,165,1,20
17,2,Wednesday,162,1,20
13,3,Friday,150,1,20
15,4,Tuesday,148,1,20
18,6,Sunday,165,1,20
14,5,Thursday,158,1,20
12,4,Saturday,152,1,20
16,4,Wednesday,163,1,20
18,4,Friday,152,1,20
19,6,Wednesday,165,1,20
18,3,Monday,162,1,20
8,4,Friday,165,1,20
15,2,Thursday,165,1,20
10,4,Tuesday,164,1,20
9,6,Wednesday,165,1,20
18,6,Friday,151,1,20
19,5,Monday,149,1,20
16,4,Monday,148,1,20
16,4,Saturday,156,1,20
18,4,Saturday,165,1,20
19,3,Saturday,164,1,20
17,4,Wednesday,164,1,20
11,1,Monday,165,1,20
10,2,Friday,165,1,20
14,5,Thursday,165,1,20
12,1,Saturday,161,1,20
17,6,Thursday,155,1,20
8,5,Monday,145,1,20
17,1,Friday,154,1,20
8,1,Friday,165,1,20
12,2,Thursday,158,1,20
14,2,Monday,146,1,20
16,1,Wednesday,151,1,20
19,1,Friday,165,1,20
9,3,Monday,165,1,20
13,2,Tuesday,152,1,20
8,6,Saturday,165,1,20
10,2,Monday,146,1,20
10,5,Friday,165,1,20
10,6,Saturday,165,1,20
16,5,Saturday,165,1,20
9,6,Wednesday,158,1,20
18,4,Friday,165,1,20
11,1,Friday,165,1,20
19,4,Tuesday,148,1,20
16,2,Monday,160,1,20
16,6,Wednesday,165,1,20
15,4,Thursday,138,1,20
14,1,Monday,165,1,20
14,5,Sunday,165,1,20
8,4,Wednesday,160,1,20
12,4,Wednesday,155,1,20
12,6,Saturday,164,1,20
11,5,Tuesday,145,1,20
14,5,Monday,160,1,20
17,6,Friday,145,1,20
14,2,Thursday,165,1,20
8,3,Friday,157,1,20
14,6,Thursday,165,1,20
12,1,Wednesday,165,1,20
10,1,Sunday,165,1,20
9,2,Tuesday,165,1,20
14,6,Thursday,165,1,20
11,6,Sunday,165,1,20
10,2,Friday,165,1,20
15,4,Tuesday,165,1,20
17,6,Sunday,160,1,20
8,6,Tuesday,136,1,20
8,4,Friday,157,1,20
8,1,Tuesday,165,1,20
9,1,Tuesday,140,1,20
16,2,Monday,162,1,20
11,4,Tuesday,153,1,20
18,4,Saturday,165,1,20
19,5,Wednesday,144,1,20
19,2,Tuesday,165,1,20
8,1,Tuesday,165,1,20
12,2,Thursday,165,1,20
11,4,Friday,165,1,20
13,2,Tuesday,165,1,20
19,4,Monday,148,1,20
11,5,Friday,153,1,20
8,6,Tuesday,152,1,20
19,1,Friday,165,1,20
15,3,Wednesday,165,1,20
15,4,Sunday,156,1,20
16,5,Wednesday,156,1,20
19,2,Wednesday,165,1,20
8,1,Sunday,149,1,20
11,3,Friday,165,1,20
14,2,Monday,165,1,20
12,3,Wednesday,155,1,20
17,5,Thursday,165,1,20
9,6,Friday,143,1,20
9,6,Thursday,147,1,20
12,3,Tuesday,165,1,20
13,4,Thursday,152,1,20
13,6,Tuesday,144,1,20
15,1,Saturday,165,1,20
18,6,Tuesday,145,1,20
17,6,Friday,163,1,20
15,5,Tuesday,159,1,20
17,3,Sunday,162,1,20
16,2,Saturday,164,1,20
11,3,Wednesday,165,1,20
15,5,Friday,151,1,20
13,6,Tuesday,147,1,20
18,1,Thursday,165,1,20
8,3,Saturday,165,1,20
13,6,Sunday,144,1,20
18,6,Wednesday,165,1,20
11,3,Friday,165,1,20
16,4,Friday,163,1,20
12,2,Friday,165,1,20
8,3,Friday,154,1,20
18,5,Monday,145,1,20
13,4,Friday,162,1,20
11,6,Thursday,147,1,20
10,5,Wednesday,137,1,20
16,2,Sunday,163,1,20
16,4,Wednesday,155,1,20
19,2,Thursday,161,1,20
17,4,Wednesday,165,1,20
15,1,Monday,151,1,20
14,3,Thursday,165,1,20
9,4,Thursday,154,1,20
9,2,Wednesday,155,1,20
16,2,Monday,165,1,20
16,6,Wednesday,165,1,20
14,2,Saturday,161,1,20
17,4,Tuesday,165,1,20
14,3,Sunday,165,1,20
9,4,Monday,157,1,20
13,5,Sunday,158,1,20
17,6,Monday,161,1,20
13,6,Thursday,153,1,20
15,6,Friday,165,1,20
12,5,Tuesday,165,1,20
18,2,Saturday,165,1,20
11,1,Wednesday,165,1,20
13,2,Tuesday,165,1,20
9,5,Thursday,150,1,20
9,6,Tuesday,150,1,20
15,5,Saturday,151,1,20
8,4,Tuesday,160,1,20
16,6,Thursday,161,1,20
19,4,Saturday,165,1,20
16,2,Wednesday,143,1,20
8,5,Friday,165,1,20
17,3,Tuesday,165,1,20
18,6,Sunday,165,1,20
18,3,Wednesday,165,1,20
11,3,Thursday,165,1,20
12,5,Wednesday,165,1,20
19,5,Saturday,165,1,20
17,6,Sunday,165,1,20
17,5,Friday,140,1,20
10,5,Sunday,160,1,20
16,5,Friday,165,1,20
18,4,Sunday,160,1,20
16,3,Saturday,165,1,20
8,4,Wednesday,155,1,20
15,6,Tuesday,161,1,20
17,2,Monday,165,1,20
11,6,Wednesday,142,1,20
12,5,Monday,136,1,20
10,2,Friday,154,1,20
14,2,Monday,152,1,20
18,2,Thursday,165,1,20
15,3,Wednesday,156,1,20
10,5,Monday,165,1,20
17,5,Sunday,162,1,20
15,5,Saturday,159,1,20
11,2,Sunday,165,1,20
16,6,Monday,165,1,20
8,5,Thursday,163,1,20
19,1,Wednesday,165,1,20
16,5,Friday,159,1,20
15,5,Friday,140,1,20
10,2,Friday,162,1,20
16,2,Friday,165,1,20
13,6,Tuesday,142,1,20
15,3,Monday,141,1,20
13,5,Tuesday,165,1,20
12,2,Thursday,142,1,20
12,2,Sunday,163,1,20
8,2,Tuesday,165,1,20
8,4,Sunday,165,1,20
17,6,Friday,146,1,20
9,1,Wednesday,164,1,20
18,5,Thursday,147,1,20
9,1,Thursday,156,1,20
10,3,Sunday,158,1,20
10,2,Friday,164,1,20
11,4,Sunday,163,1,20
15,4,Wednesday,165,1,20
13,6,Tuesday,137,1,20
19,6,Monday,148,1,20
12,1,Monday,164,1,20
8,1,Thursday,165,1,20
18,6,Saturday,165,1,20
14,5,Wednesday,165,1,20
11,1,Sunday,165,1,20
13,5,Tuesday,163,1,20
8,5,Thursday,137,1,20
15,4,Tuesday,149,1,20
16,6,Friday,165,1,20
17,6,Sunday,165,1,20
19,4,Thursday,146,1,20
19,2,Friday,165,1,20
15,4,Wednesday,165,1,20
10,6,Sunday,163,1,20
10,3,Monday,157,1,20
16,1,Monday,165,1,20
8,3,Wednesday,165,1,20
18,3,Wednesday,163,1,20
11,4,Monday,152,1,20
15,5,Friday,154,1,20
12,1,Monday,158,1,20
8,1,Tuesday,165,1,20
16,1,Thursday,165,1,20
19,4,Sunday,152,1,20
15,6,Tuesday,138,1,20
17,3,Monday,165,1,20
17,4,Tuesday,165,1,20
9,4,Wednesday,148,1,20
11,2,Sunday,160,1,20
